state,district,latitude,longitude,date,rainfall_mm,river_level_mm
Uttar Pradesh,Nagpur,25.4699,79.8202,06-08-2024,111.8,4357
Karnataka,Indore,15.2198,74.9373,25-11-2024,3.1,3192
Assam,Ajmer,25.0614,90.8926,27-10-2024,5.1,3963
Maharashtra,Kolkata,19.6482,76.6,05-07-2024,19.7,3660
Odisha,Kota,21.0336,84.0898,09-10-2024,0.0,3559
Maharashtra,Alwar,18.4456,76.7154,05-10-2024,0.0,3565
Gujarat,Mangaluru,21.6321,69.7527,03-07-2024,39.9,3432
Karnataka,Chennai,13.9809,76.8604,21-09-2024,65.6,3672
Karnataka,Asansol,16.5459,76.2734,23-09-2024,86.2,4490
Gujarat,Ujjain,21.2881,71.6272,25-06-2024,138.4,5193
Odisha,Salem,21.8067,85.4496,21-08-2024,81.5,5155
West Bengal,Agra,22.6157,88.5277,28-11-2024,24.7,3881
West Bengal,Khammam,23.5103,88.5743,02-11-2024,39.8,3924
West Bengal,Karimnagar,21.3247,86.9142,04-07-2024,52.2,4052
Kerala,Patna,11.4685,76.9526,08-06-2024,31.8,3717
Tamil Nadu,Nashik,11.763,79.6658,29-09-2024,0.0,3282
Uttar Pradesh,Darbhanga,25.9147,81.0727,08-07-2024,0.0,4030
Kerala,Prayagraj,10.7317,77.4758,05-10-2024,20.7,3552
Bihar,Salem,25.6986,85.9248,08-10-2024,0.0,3792
Gujarat,Kota,22.2496,70.4698,05-08-2024,91.3,4267
Karnataka,Patna,14.7887,75.9573,08-08-2024,121.8,4446
Karnataka,Darbhanga,15.1313,75.8426,03-09-2024,129.4,4802
Maharashtra,Mysuru,20.7546,76.5846,22-11-2024,17.5,3456
Odisha,Asansol,21.8393,85.9181,27-08-2024,62.9,5065
Odisha,Siliguri,22.2244,83.4404,01-11-2024,9.9,3654
Assam,Muzaffarpur,25.2586,92.8574,28-07-2024,130.6,4578
Maharashtra,Bengaluru,19.1603,76.3206,29-06-2024,158.5,5714
Odisha,Hubballi,19.6202,83.6307,12-09-2024,118.4,5198
Gujarat,Siliguri,22.5555,70.5399,04-06-2024,16.3,3485
West Bengal,Patna,22.3709,87.4097,14-10-2024,15.5,3850
Assam,Madurai,26.0534,90.7724,20-09-2024,21.9,4099
Maharashtra,Aurangabad,19.9784,76.6887,22-08-2024,93.3,4979
Uttar Pradesh,Indore,26.8041,79.8063,19-08-2024,42.4,3823
Gujarat,Patna,22.3263,71.1136,09-09-2024,100.5,4180
Uttar Pradesh,Nashik,25.9626,80.4252,27-06-2024,48.1,4639
Odisha,Madurai,20.7237,84.591,12-09-2024,110.3,5344
Bihar,Indore,27.0017,85.2213,01-11-2024,6.9,3694
Kerala,Gaya,10.257,76.8384,02-08-2024,105.7,4465
Odisha,Madurai,21.9484,84.2832,06-10-2024,20.0,4006
Maharashtra,Ajmer,18.8402,76.4221,19-11-2024,0.0,3241
Uttar Pradesh,Hyderabad,26.4111,79.4593,06-09-2024,85.7,4866
West Bengal,Hubballi,22.2991,88.3231,16-07-2024,94.3,4482
Kerala,Bhagalpur,10.7182,77.9147,01-07-2024,6.1,3541
Kerala,Karimnagar,10.9905,75.0821,13-09-2024,73.6,4577
Kerala,Coimbatore,11.3733,76.7344,11-06-2024,70.9,4473
Gujarat,Ajmer,22.0607,70.4185,26-06-2024,31.8,3917
Maharashtra,Gwalior,19.3366,76.9516,29-10-2024,10.9,3509
West Bengal,Nashik,22.4328,88.6136,14-09-2024,121.2,4909
Gujarat,Salem,22.1164,71.7205,25-11-2024,23.4,3945
Tamil Nadu,Mangaluru,10.9498,80.1334,26-08-2024,109.2,4271
Tamil Nadu,Nizamabad,10.0958,78.8381,12-07-2024,38.9,3583
Gujarat,Hyderabad,22.9641,70.34,28-11-2024,15.1,3220
Uttar Pradesh,Ujjain,25.8982,79.8642,25-07-2024,135.3,4799
Karnataka,Jabalpur,14.4206,76.724,22-07-2024,43.0,3375
Odisha,Gaya,19.9813,84.8593,12-09-2024,64.6,4523
Gujarat,Varanasi,23.6911,70.6054,09-10-2024,0.0,3126
Assam,Jaipur,24.7241,91.1806,04-09-2024,95.3,4711
West Bengal,Howrah,22.2071,87.8668,11-06-2024,70.4,3817
West Bengal,Darbhanga,22.6505,89.8484,13-07-2024,62.8,4818
Uttar Pradesh,Bhopal,25.4838,81.3485,15-08-2024,49.4,3999
West Bengal,Bhopal,23.0579,87.0657,27-11-2024,24.3,3692
Bihar,Warangal,24.5948,86.3766,14-08-2024,49.9,4335
Uttar Pradesh,Alwar,27.7381,81.2191,01-11-2024,9.5,4099
Maharashtra,Mysuru,20.5559,76.9439,03-09-2024,140.0,5336
West Bengal,Mysuru,22.7151,89.0457,07-10-2024,0.0,3432
West Bengal,Karimnagar,23.9185,87.997,30-06-2024,2.3,3658
Bihar,Mangaluru,26.3337,86.064,09-09-2024,51.3,4353
Gujarat,Asansol,22.7632,71.5051,07-06-2024,48.8,3715
Tamil Nadu,Karimnagar,11.1959,79.9743,20-09-2024,76.3,3628
Tamil Nadu,Nashik,9.9471,80.1597,22-06-2024,67.2,3840
Gujarat,Kota,23.2404,72.0921,23-07-2024,71.4,4121
Maharashtra,Varanasi,19.6347,76.2979,07-08-2024,13.8,3607
Maharashtra,Agra,20.1036,74.3899,28-10-2024,12.7,3839
Maharashtra,Patna,19.4519,76.6491,29-06-2024,106.1,4546
West Bengal,Bengaluru,23.0612,87.0474,05-06-2024,80.1,4770
Tamil Nadu,Nashik,12.2312,79.1775,20-08-2024,40.8,3357
Tamil Nadu,Bhagalpur,11.096,78.1104,08-08-2024,29.9,3691
Karnataka,Kolkata,13.9756,74.3274,28-07-2024,53.9,3977
Uttar Pradesh,Asansol,25.7966,81.1102,24-06-2024,48.6,4104
Odisha,Lucknow,21.2214,83.6548,16-08-2024,80.3,4277
Gujarat,Hyderabad,21.6186,72.0153,16-06-2024,90.4,4213
Maharashtra,Varanasi,18.5437,74.4901,29-07-2024,66.8,4217
Gujarat,Agra,22.3151,71.122,31-08-2024,104.3,4854
Kerala,Mangaluru,11.2352,76.5925,03-11-2024,0.0,3658
Odisha,Varanasi,20.7263,84.8257,11-08-2024,26.5,4076
Karnataka,Hyderabad,14.4695,75.7205,15-08-2024,113.7,3877
Kerala,Ajmer,9.6555,76.7633,19-07-2024,90.9,3897
Maharashtra,Patna,18.7915,75.0905,29-09-2024,17.6,3480
Assam,Bhopal,25.1699,90.8344,13-11-2024,7.0,4107
Uttar Pradesh,Pune,26.6228,81.3793,09-06-2024,64.9,4343
Bihar,Udaipur,26.9063,86.1368,01-09-2024,131.3,4521
Odisha,Pune,21.1582,85.3532,14-11-2024,0.0,3793
Uttar Pradesh,Jaipur,27.1736,81.9329,16-09-2024,23.4,4141
Odisha,Bhagalpur,21.706,83.5646,29-08-2024,45.9,3980
Kerala,Gwalior,10.1532,76.7167,14-08-2024,63.6,3830
Tamil Nadu,Mangaluru,9.9001,77.2842,07-09-2024,71.1,4050
Odisha,Nagpur,21.2307,85.9123,12-06-2024,23.1,3917
West Bengal,Hubballi,21.2195,89.7651,01-07-2024,4.0,3774
Kerala,Bhagalpur,9.624,77.7602,25-11-2024,17.2,3757
Maharashtra,Bengaluru,19.9924,74.6606,14-10-2024,19.0,3902
Tamil Nadu,Gaya,11.855,79.2576,08-06-2024,56.9,3403
Kerala,Patna,11.3687,75.5563,03-09-2024,64.2,3951
Assam,Mangaluru,25.3443,90.7993,11-11-2024,0.0,3897
West Bengal,Trichy,23.2232,89.8845,05-09-2024,46.3,4492
Maharashtra,Gwalior,18.5354,75.8369,07-11-2024,0.0,3429
Gujarat,Alwar,22.6186,71.2034,15-09-2024,128.8,4962
Karnataka,Ajmer,16.3598,75.5722,10-11-2024,13.9,3455
West Bengal,Asansol,21.7377,87.6832,17-07-2024,65.9,4066
Karnataka,Madurai,16.2212,76.2174,19-10-2024,8.1,3244
Tamil Nadu,Kolkata,9.7376,77.9074,06-08-2024,107.5,3759
Kerala,Belagavi,11.2677,75.9953,04-07-2024,50.2,3749
Uttar Pradesh,Madurai,26.6128,81.9709,13-09-2024,27.6,4146
Karnataka,Pune,16.1025,75.1134,05-09-2024,18.5,3613
Tamil Nadu,Ajmer,12.4891,77.7444,26-10-2024,0.0,3342
Maharashtra,Jabalpur,21.1847,76.705,09-11-2024,0.0,3388
Tamil Nadu,Gwalior,12.4532,79.1639,10-08-2024,48.9,3429
Karnataka,Muzaffarpur,16.5884,75.5314,07-06-2024,172.3,5804
Uttar Pradesh,Mysuru,26.3114,81.2533,16-06-2024,14.2,4121
Assam,Darbhanga,25.4263,90.7476,01-10-2024,16.4,4371
Bihar,Jabalpur,25.3634,84.8286,08-10-2024,0.0,4066
Assam,Indore,27.6302,91.4924,02-08-2024,0.0,4100
Karnataka,Madurai,14.9968,76.1098,19-10-2024,0.0,3400
Kerala,Ujjain,8.6697,77.651,07-07-2024,47.1,3827
Tamil Nadu,Hyderabad,11.6093,80.037,02-06-2024,24.3,3233
West Bengal,Jabalpur,21.6855,89.3944,12-09-2024,71.0,4673
Odisha,Bhopal,22.0487,85.4656,29-10-2024,16.7,4055
Assam,Bhagalpur,26.4498,90.2499,10-09-2024,104.1,5637
Karnataka,Darbhanga,14.9133,74.3497,07-06-2024,121.0,5181
Kerala,Kanpur,8.5753,76.8026,07-09-2024,35.4,4097
West Bengal,Kota,21.9251,89.0868,18-08-2024,72.8,3984
Bihar,Kolkata,26.3703,85.407,07-09-2024,49.0,4068
Assam,Hyderabad,27.0909,91.492,16-06-2024,5.8,4360
West Bengal,Patna,23.1812,87.1749,09-11-2024,15.9,3662
Uttar Pradesh,Jaipur,26.8575,79.9822,03-06-2024,81.2,4437
Odisha,Patna,20.8585,83.4889,12-10-2024,0.0,3660
Karnataka,Gaya,16.6931,74.7474,21-09-2024,20.9,3354
West Bengal,Bhopal,21.2915,89.321,13-09-2024,105.7,4200
Maharashtra,Siliguri,21.0601,75.5827,16-11-2024,6.4,3372
Uttar Pradesh,Aurangabad,27.8509,80.1707,03-07-2024,19.9,3955
Karnataka,Pune,14.4957,77.1524,18-09-2024,13.5,3576
Tamil Nadu,Madurai,9.6609,79.7372,30-07-2024,29.5,3393
Tamil Nadu,Ujjain,11.7892,79.5216,14-08-2024,69.6,4111
Kerala,Varanasi,10.2536,76.3271,20-07-2024,25.2,3510
Uttar Pradesh,Durgapur,26.0949,79.8674,03-07-2024,61.0,4554
Karnataka,Gwalior,15.7329,75.3812,25-11-2024,12.3,3184
Odisha,Kanpur,21.7015,85.9505,01-11-2024,11.6,3858
Karnataka,Jabalpur,14.9545,75.1688,13-09-2024,80.4,4155
Maharashtra,Agra,18.715,75.8568,09-10-2024,0.0,3433
Uttar Pradesh,Muzaffarpur,27.0812,80.9215,31-07-2024,81.3,4571
Assam,Prayagraj,25.0724,90.6148,06-09-2024,100.4,5305
Bihar,Jabalpur,26.0419,84.07,06-08-2024,117.4,4331
West Bengal,Gwalior,22.1592,87.2147,15-10-2024,46.1,4158
Tamil Nadu,Belagavi,11.0227,78.0925,02-08-2024,31.0,3806
Maharashtra,Hubballi,21.1782,75.6067,19-10-2024,36.0,3828
Uttar Pradesh,Kolkata,26.5304,80.8298,26-11-2024,0.0,3762
Maharashtra,Patna,18.8205,76.5652,10-10-2024,19.2,3818
Uttar Pradesh,Salem,27.1073,82.0407,07-09-2024,57.8,3960
Tamil Nadu,Gaya,11.4415,78.9944,28-06-2024,159.7,5143
Assam,Hubballi,24.8462,91.7739,14-10-2024,6.5,3966
Odisha,Trichy,20.8961,84.7624,13-09-2024,31.0,3774
Kerala,Coimbatore,8.9778,77.4179,01-09-2024,45.2,3972
West Bengal,Hyderabad,23.9902,86.9584,01-11-2024,29.0,3616
Odisha,Mangaluru,21.674,84.1481,12-06-2024,64.3,4661
Gujarat,Udaipur,21.3003,70.7911,29-08-2024,90.6,5036
Uttar Pradesh,Indore,27.4706,80.7325,05-06-2024,57.9,4958
Bihar,Bhopal,26.5987,86.7681,18-08-2024,43.5,4138
Karnataka,Salem,16.0804,75.7379,01-09-2024,91.7,4113
Gujarat,Nagpur,21.2504,72.6339,01-09-2024,102.6,4120
Assam,Mumbai,25.8541,91.749,05-09-2024,66.0,5177
Uttar Pradesh,Gaya,25.5563,79.664,24-08-2024,40.3,4017
Uttar Pradesh,Mumbai,26.9014,81.3165,05-07-2024,1.5,3546
West Bengal,Nizamabad,21.896,87.2202,12-08-2024,114.3,4300
Assam,Indore,26.5436,91.26,31-08-2024,61.6,4397
Maharashtra,Howrah,19.2398,76.9307,21-08-2024,105.4,4304
Odisha,Kolkata,19.4637,85.0959,21-09-2024,88.4,4614
Bihar,Gwalior,26.4695,84.1253,03-09-2024,57.3,4428
Tamil Nadu,Gaya,9.614,77.8115,20-08-2024,154.1,4810
Maharashtra,Lucknow,20.8452,75.7877,25-06-2024,45.1,3598
Tamil Nadu,Karimnagar,9.8243,77.4015,02-06-2024,62.0,4134
Odisha,Mysuru,20.4954,83.1986,10-08-2024,69.7,4788
Gujarat,Jabalpur,22.0053,71.2352,03-07-2024,120.8,3991
Kerala,Udaipur,11.3789,77.877,07-06-2024,65.8,4018
Uttar Pradesh,Bhagalpur,27.7765,81.9146,13-08-2024,26.2,3970
Uttar Pradesh,Lucknow,25.5594,80.1277,13-07-2024,17.3,3778
Odisha,Kanpur,21.5738,85.0141,11-10-2024,16.8,3728
Maharashtra,Siliguri,20.1547,76.2023,13-10-2024,0.0,3349
Karnataka,Darbhanga,15.3239,75.8993,31-07-2024,66.1,4072
Bihar,Nizamabad,25.8811,83.9355,31-08-2024,31.0,4334
Tamil Nadu,Nagpur,12.0003,79.4062,15-08-2024,34.1,3665
Tamil Nadu,Mangaluru,11.5603,79.4449,08-11-2024,11.2,3384
Maharashtra,Nizamabad,18.4103,75.9544,22-08-2024,88.8,4709
Kerala,Prayagraj,10.0745,77.5394,17-10-2024,0.0,3400
Gujarat,Gaya,23.3097,72.6989,26-10-2024,2.1,3166
Uttar Pradesh,Aurangabad,25.9342,82.2322,16-07-2024,37.2,4328
Bihar,Warangal,25.0674,84.7341,02-06-2024,60.0,4044
Karnataka,Bhopal,15.7263,75.7488,02-08-2024,108.3,4281
Karnataka,Nashik,15.4397,74.8597,25-08-2024,16.3,3171
Gujarat,Gaya,23.6942,70.3978,18-11-2024,36.3,3964
Uttar Pradesh,Salem,26.4197,81.422,28-06-2024,72.2,4670
Karnataka,Hubballi,16.3721,76.5073,15-07-2024,29.3,3415
Assam,Kota,25.8188,92.4394,31-08-2024,128.8,5458
Karnataka,Bengaluru,16.4958,74.5169,07-10-2024,13.5,3523
Assam,Madurai,26.1128,92.8472,07-09-2024,34.6,4475
Assam,Bhagalpur,25.4706,92.9636,08-07-2024,65.0,4401
Tamil Nadu,Belagavi,9.9555,77.3088,06-08-2024,22.0,3805
Assam,Agra,25.5275,90.4234,20-11-2024,1.7,4156
Kerala,Khammam,9.9616,75.7264,20-07-2024,39.7,4028
Gujarat,Nagpur,22.1709,72.0179,05-07-2024,66.9,3999
Gujarat,Jabalpur,22.049,69.9141,25-06-2024,0.0,3158
Uttar Pradesh,Asansol,28.1086,81.0468,28-10-2024,16.0,3696
Bihar,Jabalpur,24.6635,84.2704,10-09-2024,105.1,5371
Bihar,Prayagraj,26.2315,86.6559,09-07-2024,58.0,4687
Tamil Nadu,Kolkata,11.2958,79.0485,23-06-2024,47.0,3652
West Bengal,Asansol,23.9694,89.6786,25-10-2024,0.0,3689
Assam,Prayagraj,27.5833,91.8401,07-07-2024,46.8,4473
Karnataka,Pune,14.1064,76.2691,07-10-2024,33.7,3233
West Bengal,Salem,21.9443,89.6217,27-09-2024,102.8,4829
Karnataka,Durgapur,16.1931,76.1704,13-08-2024,0.0,3203
Uttar Pradesh,Khammam,26.8318,82.245,14-10-2024,6.6,4120
Karnataka,Gwalior,16.7917,75.1174,18-11-2024,37.3,3509
Karnataka,Kolkata,13.9022,75.6256,21-09-2024,28.7,3671
Karnataka,Ajmer,15.6746,75.8744,17-06-2024,56.5,3782
Bihar,Nizamabad,26.6791,85.5033,05-10-2024,0.0,3881
Karnataka,Howrah,14.4771,74.3168,21-08-2024,100.9,3941
Gujarat,Lucknow,21.1246,70.4018,14-09-2024,57.5,3905
Odisha,Bhopal,22.2072,85.8821,01-11-2024,0.0,3685
Odisha,Darbhanga,21.9837,83.288,12-11-2024,0.0,3818
Gujarat,Prayagraj,22.2141,70.3248,30-07-2024,53.9,3809
Karnataka,Warangal,14.1312,76.0174,02-11-2024,0.0,3212
Tamil Nadu,Kolkata,10.6933,80.0006,20-11-2024,0.0,3258
Gujarat,Gaya,21.6848,71.8541,01-09-2024,75.5,3874
Gujarat,Kolkata,22.7115,70.5555,22-06-2024,94.7,4782
Kerala,Nizamabad,11.1564,77.2407,31-07-2024,140.4,6081
Karnataka,Mysuru,16.0778,76.8683,12-06-2024,0.0,3330
West Bengal,Kanpur,21.8685,87.0026,10-06-2024,91.2,4429
West Bengal,Gwalior,21.3192,89.352,28-07-2024,85.5,4492
Karnataka,Mumbai,15.2371,75.0528,26-10-2024,7.1,3381
Assam,Hyderabad,27.6444,92.8102,07-08-2024,104.0,4998
Maharashtra,Coimbatore,20.8503,75.9945,28-06-2024,49.5,3652
Assam,Patna,25.4804,92.9454,25-08-2024,146.9,5579
Maharashtra,Belagavi,19.9805,75.754,05-10-2024,8.8,3502
Gujarat,Salem,23.5551,70.9586,25-06-2024,83.5,3969
Tamil Nadu,Nagpur,10.1274,78.1111,05-09-2024,32.3,3608
Kerala,Trichy,9.4676,75.0571,26-06-2024,130.1,4516
Bihar,Hyderabad,27.2506,84.0483,06-06-2024,89.8,4265
Bihar,Muzaffarpur,26.692,86.6063,07-10-2024,0.0,3772
West Bengal,Kolkata,21.3573,87.5951,02-09-2024,100.9,4254
Gujarat,Khammam,22.6648,72.6069,05-06-2024,45.9,3858
Assam,Mysuru,27.1528,92.7235,28-09-2024,35.1,4630
Bihar,Indore,25.9521,85.4904,15-11-2024,44.2,4454
Odisha,Mysuru,19.7366,83.6314,17-11-2024,0.0,3806
West Bengal,Kolkata,23.003,87.3796,30-07-2024,0.0,3699
Gujarat,Prayagraj,20.8174,72.1124,26-11-2024,28.3,3779
Gujarat,Siliguri,22.4111,71.8404,19-11-2024,0.0,3226
Uttar Pradesh,Trichy,26.8154,81.1228,31-10-2024,21.2,3786
Kerala,Prayagraj,8.5374,77.89,02-07-2024,52.7,4101
Gujarat,Howrah,21.2417,71.3974,02-07-2024,15.0,3323
Odisha,Gaya,19.5711,85.8198,15-07-2024,20.5,4122
Kerala,Pune,9.6243,75.4711,25-10-2024,1.0,3591
Bihar,Khammam,24.5818,86.2597,09-11-2024,19.7,3785
West Bengal,Hyderabad,21.444,89.0619,04-11-2024,37.7,4440
Bihar,Nizamabad,27.1067,83.8825,15-07-2024,12.6,3828
Gujarat,Varanasi,21.1941,72.3518,15-06-2024,60.0,3732
Kerala,Varanasi,10.9574,77.6336,04-11-2024,21.5,3621
Uttar Pradesh,Darbhanga,25.7645,80.1595,08-06-2024,96.4,4707
Bihar,Aurangabad,27.1692,86.0459,01-06-2024,67.5,4312
West Bengal,Karimnagar,22.7505,88.6939,06-06-2024,35.0,3774
Uttar Pradesh,Hyderabad,27.6047,80.9291,21-10-2024,0.0,3536
Maharashtra,Bhopal,21.0782,77.1021,26-07-2024,37.2,3954
Gujarat,Jaipur,21.5946,70.7244,07-08-2024,0.0,3471
Kerala,Lucknow,9.0666,75.522,29-09-2024,16.1,3524
Karnataka,Bengaluru,13.8122,75.9303,03-10-2024,0.0,3283
West Bengal,Khammam,22.3251,86.9686,14-07-2024,62.3,4525
Maharashtra,Trichy,20.8398,76.694,02-11-2024,10.5,3828
Maharashtra,Pune,20.7711,74.4944,06-07-2024,26.6,3983
Kerala,Hubballi,8.9041,77.4884,10-06-2024,65.4,4075
Kerala,Siliguri,9.4138,76.9274,18-09-2024,51.3,3829
Bihar,Mangaluru,25.9705,85.8902,03-06-2024,38.7,4222
Bihar,Belagavi,26.4591,86.4539,31-07-2024,70.8,4136
Kerala,Prayagraj,9.5967,75.7319,27-07-2024,35.6,4024
Odisha,Hyderabad,21.7597,85.0658,07-10-2024,13.5,3808
Bihar,Nizamabad,25.8728,84.6353,14-09-2024,54.3,4287
Odisha,Jaipur,19.7464,83.635,04-08-2024,72.7,4621
West Bengal,Jabalpur,22.5081,88.6742,13-11-2024,26.4,3708
Karnataka,Trichy,16.1631,76.3991,21-06-2024,33.0,3555
West Bengal,Siliguri,21.7409,87.3015,19-11-2024,7.8,3565
Maharashtra,Howrah,20.4672,76.1762,23-10-2024,0.0,3506
Odisha,Howrah,21.246,85.659,14-10-2024,1.8,3980
Assam,Kanpur,27.0875,92.388,28-09-2024,109.6,4695
Bihar,Jaipur,26.1371,86.6516,16-10-2024,0.0,3803
Kerala,Siliguri,8.9045,77.1921,27-06-2024,29.2,4219
Uttar Pradesh,Indore,27.8416,79.6367,13-08-2024,83.3,4433
Kerala,Mysuru,8.7203,76.2538,24-07-2024,88.4,3823
Gujarat,Mangaluru,22.4421,70.0609,05-07-2024,116.7,5371
Odisha,Lucknow,21.0716,84.1926,19-06-2024,98.2,4789
Uttar Pradesh,Khammam,26.4923,82.0978,01-10-2024,0.0,3737
Tamil Nadu,Jaipur,9.7235,77.5166,13-11-2024,29.0,3653
Odisha,Chennai,20.1568,85.2047,24-06-2024,57.5,4037
Assam,Mangaluru,26.3504,91.0743,19-11-2024,13.2,4054
Assam,Nashik,25.8382,91.576,20-08-2024,27.8,4282
Kerala,Pune,10.159,76.9965,23-09-2024,0.0,3327
Maharashtra,Kolkata,18.2461,76.511,13-06-2024,0.0,3379
Bihar,Nashik,24.4591,85.9522,23-08-2024,88.5,4916
West Bengal,Aurangabad,21.189,87.7945,16-11-2024,25.9,3808
Odisha,Ajmer,19.6635,83.5852,20-10-2024,11.6,3797
Tamil Nadu,Prayagraj,11.8587,77.8647,22-08-2024,30.7,3618
Bihar,Nizamabad,25.2306,85.929,18-10-2024,8.3,3970
Assam,Hyderabad,26.4098,90.3214,07-10-2024,22.6,3984
Odisha,Udaipur,21.8185,84.0476,14-11-2024,7.2,3685
Kerala,Darbhanga,10.8585,75.0594,28-09-2024,105.0,4857
Odisha,Jaipur,19.8857,83.7241,13-11-2024,0.0,3848
Assam,Karimnagar,26.174,92.578,21-06-2024,86.7,4709
Odisha,Bhopal,19.4434,85.4694,31-07-2024,56.2,4186
Bihar,Gaya,25.1818,85.1948,27-06-2024,0.0,3791
Odisha,Patna,21.6263,84.283,27-11-2024,18.9,3816
West Bengal,Bhagalpur,23.3857,89.32,20-07-2024,108.7,4733
Odisha,Gaya,22.0079,84.1789,25-09-2024,65.3,4622
Bihar,Alwar,26.1521,86.0611,12-10-2024,24.7,4166
Gujarat,Chennai,22.8653,70.1521,03-10-2024,12.7,3628
Assam,Gwalior,26.857,90.6642,04-09-2024,0.0,4032
Odisha,Khammam,20.0199,85.001,26-11-2024,4.9,3548
Gujarat,Varanasi,22.3357,71.5008,21-10-2024,4.6,3606
Bihar,Warangal,26.0502,86.744,15-08-2024,69.3,4218
Gujarat,Pune,22.0968,72.6725,26-06-2024,46.7,3692
Maharashtra,Ujjain,18.5919,74.2582,02-10-2024,0.0,3624
Tamil Nadu,Bengaluru,12.0218,79.763,10-09-2024,65.3,3532
Karnataka,Indore,16.7105,75.9313,02-09-2024,93.8,3769
Assam,Darbhanga,26.8447,92.2924,17-09-2024,76.4,4487
Gujarat,Pune,21.0285,72.2588,20-07-2024,60.6,3697
Assam,Kolkata,27.0928,90.2883,11-11-2024,37.4,4428
Gujarat,Belagavi,23.372,71.874,22-10-2024,16.9,3230
Assam,Hyderabad,27.465,92.4202,24-07-2024,92.0,5182
Tamil Nadu,Mangaluru,11.8958,78.5777,03-09-2024,26.6,3295
West Bengal,Kanpur,22.2003,89.7828,07-10-2024,14.6,3543
Maharashtra,Trichy,19.3699,74.9761,26-10-2024,35.5,4332
Assam,Khammam,26.0202,92.1378,07-06-2024,53.4,4931
Assam,Ujjain,24.7502,91.5034,28-09-2024,11.0,4437
Kerala,Nizamabad,9.849,77.2586,17-07-2024,105.1,4535
Bihar,Muzaffarpur,26.9831,86.4578,21-08-2024,79.5,4645
Bihar,Alwar,25.4472,85.7823,02-11-2024,3.5,3859
Maharashtra,Gaya,21.0624,75.2435,20-10-2024,26.5,4123
Tamil Nadu,Madurai,12.5396,77.7037,28-06-2024,50.4,4221
Maharashtra,Gaya,19.5875,77.1447,16-09-2024,15.2,3634
Kerala,Hyderabad,9.6065,75.6173,18-07-2024,8.6,3691
Gujarat,Bhagalpur,22.9135,70.2696,04-11-2024,0.0,3191
Tamil Nadu,Bhopal,11.6469,79.9089,09-06-2024,36.8,3386
Assam,Udaipur,24.8023,91.9224,16-06-2024,86.3,4990
Maharashtra,Asansol,19.5818,76.5886,07-06-2024,6.6,3489
West Bengal,Siliguri,23.6686,87.6768,04-06-2024,93.0,4452
Kerala,Nizamabad,9.419,76.4192,15-09-2024,0.0,3589
Bihar,Prayagraj,26.5309,85.1791,28-10-2024,5.1,3736
Gujarat,Kota,22.1659,69.7001,16-11-2024,4.9,3397
Bihar,Trichy,24.4128,84.5244,12-11-2024,40.6,4091
Odisha,Salem,21.1025,84.475,06-10-2024,14.1,3959
Bihar,Hubballi,24.8828,86.6012,20-10-2024,2.6,3946
Odisha,Udaipur,21.8786,83.5119,06-08-2024,7.8,3518
Karnataka,Salem,13.8018,75.725,19-08-2024,38.8,3552
Gujarat,Ajmer,21.1096,70.321,22-07-2024,75.2,4050
Tamil Nadu,Ujjain,10.3685,78.4911,15-07-2024,62.0,3875
Assam,Trichy,26.1549,92.2148,08-11-2024,0.5,3866
Tamil Nadu,Prayagraj,10.8265,78.3705,27-07-2024,20.0,3333
Uttar Pradesh,Khammam,26.1153,82.048,19-07-2024,86.6,4548
West Bengal,Pune,23.3523,87.2956,19-08-2024,29.2,3584
Uttar Pradesh,Bhopal,28.2737,79.7194,02-09-2024,0.0,3693
Assam,Nizamabad,27.1336,91.3229,22-07-2024,128.2,5844
Odisha,Hyderabad,22.1311,85.1654,10-08-2024,99.8,5515
Tamil Nadu,Belagavi,12.0886,77.7013,08-10-2024,0.0,3240
Bihar,Kanpur,25.9188,86.3329,04-10-2024,0.0,3999
Uttar Pradesh,Gwalior,26.7938,79.7388,28-11-2024,0.0,3754
Gujarat,Aurangabad,21.0225,71.0022,27-09-2024,36.5,3389
Karnataka,Kanpur,16.3703,76.0006,29-10-2024,31.3,3528
Kerala,Mumbai,8.8768,76.8721,18-10-2024,32.4,3637
Uttar Pradesh,Aurangabad,26.6125,81.7095,14-07-2024,14.9,3692
Uttar Pradesh,Hubballi,28.2519,81.9485,23-11-2024,9.1,3721
West Bengal,Gwalior,22.4696,87.4877,07-07-2024,85.8,4784
Gujarat,Jaipur,21.9952,71.6349,08-07-2024,68.2,4482
Maharashtra,Hyderabad,20.1793,74.3616,22-08-2024,51.3,3834
Kerala,Madurai,10.5941,77.5999,08-09-2024,58.1,3926
Kerala,Bhagalpur,8.7336,75.2545,12-06-2024,89.6,4193
Odisha,Nagpur,21.6427,83.3867,09-10-2024,7.2,3634
Uttar Pradesh,Salem,27.0964,79.5164,20-08-2024,165.4,4544
Bihar,Jabalpur,25.8145,84.1774,02-09-2024,73.1,4944
Tamil Nadu,Karimnagar,12.5628,79.7958,28-09-2024,49.5,3770
Tamil Nadu,Muzaffarpur,12.193,78.5163,15-11-2024,0.0,3270
Bihar,Trichy,27.1547,83.8456,26-06-2024,99.0,4462
Uttar Pradesh,Bengaluru,28.2763,81.6683,25-06-2024,67.3,5200
Odisha,Darbhanga,20.9829,84.2432,22-06-2024,72.1,3969
Assam,Varanasi,25.2895,92.132,23-09-2024,0.0,4159
